File Name,Relative Path,Fish Computer Path,Species,Single Fish,Comments,Segmentable,box annotated,mask annotated,train/val/test,Mask Annotator Name,Fish Computer Folder,Date Data Added,Keypoint annotated,Keypoint Annotator Name,Box Annotator Name,Duplicate,CVAT Task ID,Multifish Order
\Ganaraska\04020224-04052024\24  04  02  11  29\115.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04020224-04052024\24  04  02  11  29\115.mp4,/data/remora/Ganaraska/Ganaraska 2024/04020224-04052024/24  04  02  11  29/115.mp4,Rainbow Trout,1,"blurry, only in frame for a bit",0,1,,,,Ganaraska__Ganaraska 2024__04020224-04052024__24  04  02  11  29__115,,,,,,,
\Ganaraska\04020224-04052024\24  04  02  11  29\25.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04020224-04052024\24  04  02  11  29\25.mp4,/data/remora/Ganaraska/Ganaraska 2024/04020224-04052024/24  04  02  11  29/25.mp4,Rainbow Trout,1,"blurry, only in frame for a bit",0,1,,,,Ganaraska__Ganaraska 2024__04020224-04052024__24  04  02  11  29__25,,,,,,,
\Ganaraska\04020224-04052024\24  04  02  11  29\60.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04020224-04052024\24  04  02  11  29\60.mp4,/data/remora/Ganaraska/Ganaraska 2024/04020224-04052024/24  04  02  11  29/60.mp4,Rainbow Trout,1,Dark,0,1,,,,Ganaraska__Ganaraska 2024__04020224-04052024__24  04  02  11  29__60,,,,,,,
\Ganaraska\04020224-04052024\24  04  02  11  29\85.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04020224-04052024\24  04  02  11  29\85.mp4,/data/remora/Ganaraska/Ganaraska 2024/04020224-04052024/24  04  02  11  29/85.mp4,Rainbow Trout,1,"Turbid, barely in frame",0,1,,,,Ganaraska__Ganaraska 2024__04020224-04052024__24  04  02  11  29__85,,,,,,,
\Ganaraska\04052024-04092024\24  04  05  10  18\163.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04052024-04092024\24  04  05  10  18\163.mp4,/data/remora/Ganaraska/Ganaraska 2024/04052024-04092024/24  04  05  10  18/163.mp4,Rainbow Trout,1,Turbid,0,1,,,,Ganaraska__Ganaraska 2024__04052024-04092024__24  04  05  10  18__163,,,,,,,
\Ganaraska\04052024-04092024\24  04  05  10  18\306.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04052024-04092024\24  04  05  10  18\306.mp4,/data/remora/Ganaraska/Ganaraska 2024/04052024-04092024/24  04  05  10  18/306.mp4,Rainbow Trout,1,Turbid,0,,,,,Ganaraska__Ganaraska 2024__04052024-04092024__24  04  05  10  18__306,,,,,,,
\Ganaraska\04052024-04092024\24  04  05  10  18\865.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04052024-04092024\24  04  05  10  18\865.mp4,/data/remora/Ganaraska/Ganaraska 2024/04052024-04092024/24  04  05  10  18/865.mp4,Rainbow Trout,1,Turbid,0,1,,,,Ganaraska__Ganaraska 2024__04052024-04092024__24  04  05  10  18__865,,,,,,,
\Ganaraska\04052024-04092024\24  04  05  10  18\878.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04052024-04092024\24  04  05  10  18\878.mp4,/data/remora/Ganaraska/Ganaraska 2024/04052024-04092024/24  04  05  10  18/878.mp4,Rainbow Trout,1,"Lamprey, Turbid",0,1,,,,Ganaraska__Ganaraska 2024__04052024-04092024__24  04  05  10  18__878,,,,,,,
\Ganaraska\04052024-04092024\24  04  05  10  18\96.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04052024-04092024\24  04  05  10  18\96.mp4,/data/remora/Ganaraska/Ganaraska 2024/04052024-04092024/24  04  05  10  18/96.mp4,Rainbow Trout,1,Turbid,0,,,,,Ganaraska__Ganaraska 2024__04052024-04092024__24  04  05  10  18__96,,,,,,,
\Ganaraska\04092024-04112024\24  04  09  10  27\11.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04092024-04112024\24  04  09  10  27\11.mp4,/data/remora/Ganaraska/Ganaraska 2024/04092024-04112024/24  04  09  10  27/11.mp4,Rainbow Trout,1,"Skip for now, turbid",0,1,,,,Ganaraska__Ganaraska 2024__04092024-04112024__24  04  09  10  27__11,,,,,,,
\Ganaraska\04092024-04112024\24  04  09  10  27\169.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04092024-04112024\24  04  09  10  27\169.mp4,/data/remora/Ganaraska/Ganaraska 2024/04092024-04112024/24  04  09  10  27/169.mp4,Rainbow Trout,1,Turbid,0,1,,,,Ganaraska__Ganaraska 2024__04092024-04112024__24  04  09  10  27__169,,,,,,,
\Ganaraska\04092024-04112024\24  04  09  10  27\30.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04092024-04112024\24  04  09  10  27\30.mp4,/data/remora/Ganaraska/Ganaraska 2024/04092024-04112024/24  04  09  10  27/30.mp4,Rainbow Trout,1,Turbid,0,1,,,,Ganaraska__Ganaraska 2024__04092024-04112024__24  04  09  10  27__30,,,,,,,
\Ganaraska\04112024-04192024\24  04  11  11  54\222.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04112024-04192024\24  04  11  11  54\222.mp4,/data/remora/Ganaraska/Ganaraska 2024/04112024-04192024/24  04  11  11  54/222.mp4,Rainbow Trout,1,Turbid,0,1,,,,Ganaraska__Ganaraska 2024__04112024-04192024__24  04  11  11  54__222,,,,,,,
\Ganaraska\04112024-04192024\24  04  11  11  54\47.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04112024-04192024\24  04  11  11  54\47.mp4,/data/remora/Ganaraska/Ganaraska 2024/04112024-04192024/24  04  11  11  54/47.mp4,Rainbow Trout,1,Turbid,0,,,,,Ganaraska__Ganaraska 2024__04112024-04192024__24  04  11  11  54__47,,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/14.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/14.mp4,Rainbow Trout,0,"really good vid 1st fish rainbow second fish is coho(?), labelled as coho for now",1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__14,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11122024-11222024/24 11 12 15 20/111.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11122024-11222024/24  11  12  15  20/111.mp4,Rainbow Trout,0,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11122024-11222024__24  11  12  15  20__111,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11122024-11222024/24 11 12 15 20/123.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11122024-11222024/24  11  12  15  20/123.mp4,Rainbow Trout,0,"multi rainbow, might need further editing, SKIP",0,,0.5,,Bushra,Ganaraska__Ganaraska 2024__11122024-11222024__24  11  12  15  20__123,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11122024-11222024/24 11 12 15 20/124.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11122024-11222024/24  11  12  15  20/124.mp4,Rainbow Trout,0,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11122024-11222024__24  11  12  15  20__124,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11122024-11222024/24 11 12 15 20/151.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11122024-11222024/24  11  12  15  20/151.mp4,Rainbow Trout,0,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11122024-11222024__24  11  12  15  20__151,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11122024-11222024/24 11 12 15 20/153.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11122024-11222024/24  11  12  15  20/153.mp4,Rainbow Trout,0,"two rainbows, hard targets to track, good test, 4 masks generated, SKIP",0,,0.5,,Bushra,Ganaraska__Ganaraska 2024__11122024-11222024__24  11  12  15  20__153,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11122024-11222024/24 11 12 15 20/155.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11122024-11222024/24  11  12  15  20/155.mp4,Rainbow Trout,0,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11122024-11222024__24  11  12  15  20__155,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11122024-11222024/24 11 12 15 20/156.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11122024-11222024/24  11  12  15  20/156.mp4,Rainbow Trout,0,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11122024-11222024__24  11  12  15  20__156,2025-06-19,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/18.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/18.mp4,Rainbow Trout,1,turbid,0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__18,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/20.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/20.mp4,Rainbow Trout,1,"turbid, hard to make out lower fins",0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__20,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/22.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/22.mp4,Rainbow Trout,1,turbid ,0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__22,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/23.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/23.mp4,Rainbow Trout,1,"turbid, hard to make out lower fins",0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__23,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/24.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/24.mp4,Rainbow Trout,1,turbid,0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__24,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/25.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/25.mp4,Rainbow Trout,1,turbid,0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__25,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/28.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/28.mp4,Rainbow Trout,1,"turbid, hard to make out fish",0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__28,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/30.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/30.mp4,Rainbow Trout,0,turbid,0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__30,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/31.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/31.mp4,Rainbow Trout,1,,1,,1,,Bushra,Credit__2024__11252024-11272024__24  11  25  12  44__31,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/32.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/32.mp4,Rainbow Trout,1,bad vid,0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__32,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/33.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/33.mp4,Rainbow Trout,1,"turbid, hard to make out lower fins",0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__33,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/34.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/34.mp4,Rainbow Trout,1,turbid ,0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__34,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/35.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/35.mp4,Rainbow Trout,1,poor contrast on lower fins,0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__35,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/36.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/36.mp4,Rainbow Trout,1,turbid,0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__36,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/37.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/37.mp4,Rainbow Trout,1,"IR, turbid",0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__37,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/38.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/38.mp4,Rainbow Trout,1,"IR, turbid",0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__38,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/4.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/4.mp4,Rainbow Trout,1,IR ,0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__4,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/40.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/40.mp4,Rainbow Trout,1,IR,0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__40,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/41.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/41.mp4,Rainbow Trout,1,IR,0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__41,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/42.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/42.mp4,Rainbow Trout,1,IR,0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__42,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/43.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/43.mp4,Rainbow Trout,1,IR,0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__43,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/44.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/44.mp4,Rainbow Trout,1,IR,0,,,,,Credit__2024__11252024-11272024__24  11  25  12  44__44,2025-06-18,,,,,,
/Credit/2024/17062024-05072024/24 06 17 12 42/49.mp4,,/data/remora/Credit/2024/17062024-05072024/24  06  17  12  42/49.mp4,Rainbow Trout,1,poor contrast on lower fins,0,,,,,Credit__2024__17062024-05072024__24  06  17  12  42__49,2025-06-18,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/117.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/117.mp4,Rainbow Trout,1,turbid,0,,,,,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__117,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/19.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/19.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__19,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/20.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/20.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__20,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/21.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/21.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__21,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/22.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/22.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__22,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/23.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/23.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__23,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/24.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/24.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__24,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/25.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/25.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__25,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/26.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/26.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__26,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/29.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/29.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__29,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/30.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/30.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__30,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/31.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/31.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__31,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/32.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/32.mp4,Rainbow Trout,1,good vid,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__32,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/33.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/33.mp4,Rainbow Trout,1,good vid,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__33,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/34.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/34.mp4,Rainbow Trout,1,ggood vid,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__34,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/35.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/35.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__35,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/36.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/36.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__36,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/37.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/37.mp4,Rainbow Trout,1,good vid,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__37,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/39.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/39.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__39,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/4.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/4.mp4,Rainbow Trout,1,good vid,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__4,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/40.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/40.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__40,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/42.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/42.mp4,Rainbow Trout,1,lamprey,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__42,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/43.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/43.mp4,Rainbow Trout,1,lamprey,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__43,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/44.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/44.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__44,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/45.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/45.mp4,Rainbow Trout,1,lamp,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__45,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/46.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/46.mp4,Rainbow Trout,1,lamp,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__46,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/47.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/47.mp4,Rainbow Trout,1,lamprey scar,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__47,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/48.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/48.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__48,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/49.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/49.mp4,Rainbow Trout,1,lamprey scar,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__49,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/50.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/50.mp4,Rainbow Trout,1,lamprey scar,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__50,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/52.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/52.mp4,Rainbow Trout,1,lamprey scar,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__52,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/53.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/53.mp4,Rainbow Trout,1,good vid,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__53,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/54.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/54.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__54,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/55.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/55.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__55,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/56.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/56.mp4,Rainbow Trout,1,not good video,0,,,,,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__56,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/57.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/57.mp4,Rainbow Trout,1,lamprey scar,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__57,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/58.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/58.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__58,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/59.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/59.mp4,Rainbow Trout,1,,1,,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__59,2025-06-19,,,,,,
